test_id,timestamp,p_true,gamma_true_1,gamma_true_2,gamma_true_3,observed1_1,observed1_2,observed1_3,observed2_1,observed2_2,observed2_3,p1,p2,gamma_est_1,gamma_est_2,gamma_est_3,p_delta,gamma_mae
19,2025-04-19T16:14:35.672866,0.7720455091862375,0.5089142004071648,0.5667113599483741,0.649994687007585,0.9,0.9,0.8643583162521329,0.9,0.8750187783668774,0.8695185234921412,0.7064623475639642,0.6893775994873033,0.5455816991676131,0.5469043798977812,0.547196237454074,0.01708474807666094,0.0530909761215174
20,2025-04-19T16:14:36.612262,0.6135176143850074,0.527863338875991,0.6577102383815994,0.7525760467207216,0.8481351642089824,0.7504245767135402,0.7458281071223859,0.9,0.7954131834197569,0.7189418626595823,0.5259201108345393,0.5488638047627381,0.5378433612770536,0.5472759191004231,0.5542357729922941,0.02294369392819884,0.10625153847022213
21,2025-04-19T16:14:37.448940,0.7019561206799853,0.5975567092875121,0.6454145355964663,0.7592180126707907,0.8322769922619129,0.8066118665686484,0.7894798847900344,0.8584893530852912,0.8365979443274526,0.7633253066514984,0.5586993247192477,0.569709161706865,0.54332762867649,0.5451705258459979,0.5513751695879185,0.011009836987617372,0.12077197781478759
22,2025-04-19T16:14:37.766471,0.3288966748512685,0.6313088923773758,0.7343255545155448,0.7706825098177532,0.5834809356774977,0.5015979641742903,0.4502963070809979,0.5390734638452711,0.525087234030525,0.485920086536157,0.2997160463290519,0.30633922621804166,0.5424290185009076,0.5443176525193855,0.5495342938227029,0.00662317988898975,0.1666786639558926
23,2025-04-19T16:14:38.216747,0.09257694428903628,0.5089885910674343,0.5232462352574723,0.5325375070065835,0.2789956168758104,0.22111520272673915,0.2704577356305316,0.3458765499641096,0.2894294838457343,0.2201674389524108,0.10000438108385529,0.10000438108385529,0.5444400867172969,0.5513496947236753,0.561618485734317,0.0,0.030878644614599732
24,2025-04-19T16:14:38.785392,0.9091356206807971,0.511358094249263,0.5311212605071219,0.6537335456189347,0.9,0.9,0.9,0.9,0.9,0.9,0.8096185215361599,0.8971728856016974,0.5465642795660648,0.5465642895076546,0.5465643119383136,0.08755436406553752,0.05260614933265184
25,2025-04-19T16:14:39.279666,0.6239021294103598,0.6054845246757721,0.6659653798902606,0.6883821796372507,0.8479497135685421,0.8019034341743023,0.7860505260079933,0.8558995902016701,0.7947266418968278,0.8041182107209871,0.688414992198573,0.5672165709857248,0.543489478154478,0.5482849789927541,0.5483683299232969,0.1211984212128483,0.10656309904425147
26,2025-04-19T16:14:39.670094,0.5040809213458964,0.5090951148505966,0.6649428386552427,0.72448071838993,0.8349276696948309,0.6779314050932014,0.6914460570583582,0.8393471365557866,0.6433659189802419,0.6558381763181627,0.4806637933172537,0.4608557542246383,0.5312588536286081,0.5541800241758223,0.5541868609764032,0.01980803909261536,0.10107347022365291
27,2025-04-19T16:14:40.001248,0.33277463795804363,0.5713525445532001,0.626229827773509,0.6600273443266765,0.6201384865708512,0.5735039457189618,0.5698727907575964,0.5912827205325754,0.5652646688953381,0.563770681207699,0.36434828574144174,0.3535293423485234,0.5437351831067392,0.5471691008030655,0.5473650827497544,0.010818943392918334,0.07311344999794218
28,2025-04-19T16:14:40.374814,0.5652923771378952,0.5235124155082543,0.6833614313829908,0.7376879930175493,0.7920556472230927,0.7342716328530532,0.7100618960498278,0.7965352082208442,0.7905924038079085,0.6521231495844114,0.5804570078217641,0.4945870324311521,0.5416909791023466,0.5423188335893586,0.5573595659431256,0.08586997539061203,0.11318319615404937
29,2025-04-19T16:14:40.724934,0.30009070239275765,0.5207312061553578,0.6958128884826226,0.7942150321195494,0.6500404949405855,0.4255078332356542,0.42632021885763177,0.5620961622159012,0.46861243812131365,0.4432802326032832,0.2723093866445687,0.27788970355268916,0.5345276761472438,0.5472722144122227,0.5506123726680475,0.005580316908120442,0.1353132678379292
30,2025-04-19T16:14:41.248458,0.5290923926781341,0.5140099579525602,0.6128248633874372,0.6735051325481157,0.8066160116346799,0.7339983160204574,0.6942604340398852,0.7767708549226806,0.7844898770156176,0.7559512416179374,0.49212159061127647,0.5519110707802526,0.5348237015603654,0.53482371030493,0.5446990178121438,0.05978948016897612,0.0758736704754281
31,2025-04-19T16:14:41.769050,0.8496978936209421,0.543940999031561,0.5845415303025094,0.7764946847321771,0.9,0.9,0.8651946685474117,0.9,0.9,0.8842711409650433,0.738875020636801,0.8968224764870022,0.5465644057397054,0.5465644111801099,0.5470039009330985,0.1579474558502012,0.09003043654320753
32,2025-04-19T16:14:42.351844,0.9596831424116476,0.5519403951475526,0.578896627137575,0.715021161883282,0.9,0.9,0.9,0.9,0.9,0.9,0.897113559044229,0.729483840882621,0.546093485251427,0.5461511152886498,0.54619639307189,0.167629718161608,0.06913906351881423
33,2025-04-19T16:14:43.339192,0.4607825287920192,0.570982798550769,0.6799061131381124,0.7895041196842776,0.704909063775625,0.6531327884493965,0.5433332583376393,0.7511595159798145,0.6669788184871965,0.6006148933936383,0.4018243734992999,0.5096101880874384,0.548106427702162,0.5597115471529696,0.55971154715297,0.10778581458813852,0.12428783645501917
34,2025-04-19T16:14:43.734983,0.2948684153463587,0.5003135821257557,0.6534031242568481,0.719974918083415,0.6362077834858646,0.43894821610979123,0.418092003050255,0.6416346546875773,0.45227611104295246,0.3668568870216897,0.2698205413688343,0.27374222025689865,0.504927792789991,0.5346924698257608,0.5616512901590947,0.003921678888064328,0.09388283100654764
35,2025-04-19T16:14:44.166941,0.042920142933253365,0.587111278913493,0.6973953073238822,0.7424592879820796,0.1,0.1,0.1272248076643358,0.11375709788854378,0.1,0.1,0.10000438108385523,0.10000022157317758,0.5589276923790665,0.558928387167071,0.5589286469291164,4.159510677656519e-06,0.11672704924806698
36,2025-04-19T16:14:44.622188,0.4629592698433325,0.5806656970048972,0.6594346497642289,0.7740875655588273,0.6699397067535439,0.6758314659001561,0.6280043140876767,0.7143350668733147,0.6538472157404154,0.6246530394062557,0.4214535722704396,0.4248524630276664,0.5405790401842212,0.5480195939950935,0.551579046296824,0.003398890757226769,0.12467007728393827
37,2025-04-19T16:14:45.013666,0.19983456655097293,0.5033556980614127,0.5711092228434327,0.6992661266794963,0.5316539957359265,0.4446939411367937,0.31113819180857494,0.5266122258310646,0.3821560255082097,0.3533799938190223,0.21828295932782976,0.20960824795815927,0.5297813660564263,0.549313045661789,0.5529696298953203,0.00867471136967049,0.0648394473202778
38,2025-04-19T16:14:45.524435,0.19298128516832225,0.5264161790072287,0.5551501408248493,0.6049794463832967,0.4358083055070746,0.4389336691594983,0.37201209219611314,0.42667374426930016,0.43397728739194474,0.38695285695010273,0.20402325567548152,0.21050484819957388,0.5429597931193633,0.542987024384856,0.5487884655116203,0.006481592524092361,0.028299237141268068
39,2025-04-19T16:14:46.062343,0.29614207183211233,0.6092153714179946,0.7407718637882889,0.7825491605679648,0.5134898978489671,0.4131887690416978,0.4790431844726813,0.5631186818411688,0.42373485971267677,0.4255173798854955,0.26104233490518575,0.25556343223530326,0.531060197211055,0.5498839905764396,0.549884113008565,0.0054789026698824905,0.16723603165939624
40,2025-04-19T16:14:46.536105,0.6132480742129954,0.6307921789758554,0.6857678062460727,0.7633002472690364,0.7850687038858396,0.7344037471243324,0.7134385057978463,0.8145286881618344,0.7477948716815583,0.7470724810217027,0.4918809078964941,0.5139722588695037,0.5421325521492765,0.5488792554295387,0.5489524315675658,0.022091350973009627,0.14663199778152783
41,2025-04-19T16:14:46.910425,0.38495702699973927,0.5471756589338043,0.6984403168867205,0.7001637728960235,0.7182085608193731,0.5922523797740189,0.5586917777818834,0.681083281022512,0.6078593822756697,0.542771049457625,0.39056731808353157,0.38285679002054984,0.5372633057407828,0.5467778106763947,0.5550540462682103,0.007710528062981725,0.10222819534372012
42,2025-04-19T16:14:47.298389,0.3600333537446154,0.7249263727496269,0.737486047874929,0.7628770869004335,0.4866557421316946,0.4768468098077568,0.5132265505021564,0.5097177070085555,0.49053970896891597,0.44227914834271537,0.27017999858985303,0.2720137887165383,0.540818857751953,0.5434246120115624,0.5498526292468958,0.0018337901266852752,0.19706446950485937
43,2025-04-19T16:14:48.198059,0.7173184909262835,0.6171719371588165,0.6429102836759962,0.7276228494135367,0.8474834854444998,0.8668745476911798,0.8699955370488224,0.8648487427462296,0.8646222879730621,0.8325225641876386,0.6295836610347695,0.6213820604081214,0.5458052095796556,0.5458268290243282,0.5480833390014598,0.008201600626648098,0.11599656421430193
44,2025-04-19T16:14:48.690507,0.49623168248882554,0.5074376123452693,0.515312114122257,0.6504453131861243,0.7383557957475471,0.8266135781991856,0.6486292730869964,0.8084039420967518,0.758083911440649,0.6907596803849794,0.48605639354996527,0.49879471941987913,0.540917591074625,0.5462142585387945,0.55331050404991,0.012738325869913858,0.05383897742736917
45,2025-04-19T16:14:49.062347,0.7351210088317485,0.5788407145121274,0.6223497713729454,0.7824539851764382,0.9,0.851597205418027,0.795160710239128,0.8807499819349855,0.9,0.7887400519446792,0.6136328326255969,0.6207311151195203,0.5423209799797257,0.5423294557719761,0.5518235674448381,0.0070982824939234135,0.1157234892883237
46,2025-04-19T16:14:49.457158,0.4998976328662143,0.5989481617319249,0.6904737135045481,0.7351106989442876,0.7104038959464577,0.7170156808543404,0.6044545783753977,0.7702651786775468,0.6512857609873733,0.6377872682058869,0.43706872159280225,0.4409543521100403,0.5365219740611444,0.5507652055125464,0.5523645643937634,0.003885630517238059,0.12829361007110215
47,2025-04-19T16:14:49.795352,0.2080157303294382,0.5259389824806064,0.6890291124312427,0.7111328260161199,0.4522564243319295,0.3542679922221123,0.2624479265437598,0.4907253136451312,0.3985376904243764,0.30234244388094716,0.125377930921917,0.18301762727032891,0.5318033027560835,0.5442702561931679,0.5563769868620677,0.0576396963484119,0.10179300522253465
